Cya;Mach
0.47973427758777687;0.07348651289469456
0.4803332325551276;0.11470453441264879
0.4810483859533985;0.15619652244621743
0.48191543276339;0.19792983511933065
0.4829529519670934;0.23988106628514547
0.48408557421158727;0.28203001348150336
0.48538555731752386;0.3243646326316074
0.4868937767344156;0.36687407279862333
0.4886243707895461;0.4095466698915675
0.4905936987556629;0.4523731771603131
0.49290202193046195;0.49534689667648574
0.49578159768762786;0.5384622869696714
0.49901694924316853;0.5817168030891458
0.5027562822178107;0.6251091393509574
0.5070179339350798;0.6686363549759006
0.5118392285034169;0.7122951308797894
0.5172930399289873;0.7560807879951394
0.5239485866898244;0.7999891834975786
0.5317797824635089;0.8440184681956953
0.5412674659879728;0.8881587422480146
0.5557318347124974;0.9323785421989543
0.5783230723551197;0.9766303192342396
0.6316012420995132;1.0208250199863413
0.6296981760107596;1.064967299507838
0.6230729410473717;1.109193565610199
0.6127778899346752;1.1536044640759155
0.6033269482932685;1.1982294829338334
0.5930075894923355;1.243072963606408
0.5832161522124978;1.2881317053712882
0.5730505852201988;1.333398460734887
0.5630660141688872;1.37887217535582
0.5533848297317023;1.4244866940302094
0.543960386629164;1.4701902918109708
0.5355491787149751;1.515990793614566
0.5277424941459326;1.5618961995260163
0.5200677284590236;1.6079171159519614
0.5125813412351845;1.654048507982734
0.5057034101547697;1.7002820275570527
0.4989059745581724;1.7466091169081588
0.49217702029400845;1.793044024288113
0.4858867390447223;1.8395928169766267
0.4806199256204735;1.8862532212457765
0.47538824784103617;1.9330346570199644
0.4701233579275316;1.9799400067834276
0.4639631505702988;2.0269728794985116
0.4582763075652356;2.0741469499473815
0.45261574099805213;2.1214695790647156
0.4469772953673343;2.1689515805982538
0.44135735096108575;2.216602262139473
0.43575352967133696;2.2644228641624067
0.43016150784507867;2.3124334818894794
0.4245790138853216;2.3606386447643777
0.4190049214048295;2.409034520072095
0.41343595703749253;2.457637346101715
0.40788630386890795;2.5064594071974042
0.4024495672733196;2.555480928252503
0.39701202139214664;2.6047111452629825
0.3915707715779918;2.654167605245895
0.3861294536017912;2.7038356168577145
0.38065410918948284;2.7537465520532964
0.3749258501060102;2.803882218309606
0.36918893168608613;2.8542604330037324
0.36344460534240636;2.904864582448781
0.3576883756592133;2.9557292038180587
0.3519283731791189;3.0068436883175673
0.3462045822635337;3.058203655351545
0.3404681267344537;3.1098037465710933
0.3372587640084206;3.138720208711905
