;0.07348651289469456;0.11470453441264879;0.15619652244621743;0.19792983511933065;0.23988106628514547;0.28203001348150336;0.3243646326316074;0.36687407279862333;0.4095466698915675;0.4523731771603131;0.49534689667648574;0.5384622869696714;0.5817168030891458;0.6251091393509574;0.6686363549759006;0.7122951308797894;0.7560807879951394;0.7999891834975786;0.8440184681956953;0.8881587422480146;0.9323785421989543;0.9766303192342396;1.0208250199863413;1.064967299507838;1.109193565610199;1.1536044640759155;1.1982294829338334;1.243072963606408;1.2881317053712882;1.333398460734887;1.37887217535582;1.4244866940302094;1.4701902918109708;1.515990793614566;1.5618961995260163;1.6079171159519614;1.654048507982734;1.7002820275570527;1.7466091169081588;1.793044024288113;1.8395928169766267;1.8862532212457765;1.9330346570199644;1.9799400067834276;2.0269728794985116;2.0741469499473815;2.1214695790647156;2.1689515805982538;2.216602262139473;2.2644228641624067;2.3124334818894794;2.3606386447643777;2.409034520072095;2.457637346101715;2.5064594071974042;2.555480928252503;2.6047111452629825;2.654167605245895;2.7038356168577145;2.7537465520532964;2.803882218309606;2.8542604330037324;2.904864582448781;2.9557292038180587;3.0068436883175673;3.058203655351545;3.1098037465710933;3.138720208711905
-7;0.48880475062483325;0.4941777448951643;0.4945135596845741;0.4939829424295379;0.5124462655810496;0.5268295896230691;0.5328267518028799;0.5395610909484456;0.5486436266560737;0.5564275541246305;0.56358660298032;0.5701485482585016;0.5743762257576053;0.5790173219530237;0.5844522452648556;0.5911215380761894;0.5997330154065748;0.6097048472199891;0.6209629657743475;0.6342302668859942;0.6614058319511185;0.7019025865121207;0.8151722734447582;0.8283901658506811;0.8171730995870103;0.795016609443167;0.7751830657909776;0.8031245996312757;0.7886401137159176;0.7706200673651293;0.7565541369672091;0.7508718155428409;0.7447815712531114;0.7387829196114972;0.7321725520517735;0.7254233583970578;0.7191452371507261;0.7130931161585629;0.7063870367224501;0.6994525615207859;0.6926316118490029;0.6864654304211062;0.6804559432025734;0.6743434909174506;0.6663199868636994;0.6584884800333688;0.6867468229674993;0.6793951711115769;0.6720360736995481;0.6646832897135806;0.6573257608943589;0.6499616781445869;0.6425843675736216;0.6351827066331999;0.6278423283087962;0.6209803182539889;0.6141065865240846;0.6072204779958164;0.6003306688392352;0.5934243119528649;0.5862885774360287;0.5791265675785393;0.5719403344798042;0.5647240483461307;0.5575605713841671;0.5508670056875719;0.5441566669175695;0.5404190892088908
-6;0.41733190020083494;0.42256243965863716;0.422724964663711;0.42198157248464896;0.440187949724807;0.45428062344451625;0.45994066707007053;0.46628341462906076;0.4749158680481511;0.48218652533624723;0.4887439818370215;0.49455232424511175;0.4979293896083242;0.5015786893568995;0.5058755425183616;0.5112499309989862;0.5183828761906979;0.5265220355163156;0.5356079466579065;0.5462204800464998;0.5693384686356846;0.6033879766349781;0.6940228597141067;0.7073339909754763;0.6976924904842172;0.6781586982280927;0.6606666383104949;0.672427693030611;0.6598177954976367;0.6439124026279344;0.6321471073804832;0.6286932997223713;0.6247705045955345;0.620710897918032;0.6159098381806472;0.6109383726812972;0.6063936207637848;0.6019344828145132;0.5968019265976657;0.5914243507831025;0.5860590217662937;0.5811133985791866;0.5763156550001753;0.5714306731366107;0.5650122625547029;0.5586788412144765;0.5776876600322922;0.571614675970888;0.5655300400286785;0.5594480503350308;0.5533586289519099;0.5472604817448123;0.5411471900856234;0.5350083735384952;0.5289264132918958;0.5232969740348147;0.5176559892863323;0.512003460088353;0.5063467780325914;0.5006797566691805;0.4948412174712205;0.4889783541636898;0.4830929353458131;0.47718014908332074;0.47132099827734436;0.46592343381823026;0.4605119577083373;0.45750105077532355
-5;0.3554816176523874;0.36058586876848403;0.3605949970793313;0.359663325588255;0.37764233845064055;0.39147734169942905;0.39683837855075377;0.4028338057986462;0.4110670323714342;0.4178823554454005;0.42390573099368334;0.4290431833554031;0.43166269884481634;0.4344293943654217;0.4377135102683862;0.441935016883145;0.4477505204078983;0.4542512649244808;0.46139355077177796;0.46962813931922204;0.489097557751089;0.5173290082985179;0.5879092081341531;0.6014395920842593;0.5933227079021848;0.5762536737467707;0.560953768308623;0.5615302046677388;0.5504920351519782;0.5363670266479037;0.5265479064160034;0.524979288844306;0.5228900452414995;0.5204708554560097;0.5172001483696825;0.5137323242143979;0.5106537220262661;0.5075421920436738;0.5037407778261842;0.4996802765075039;0.4955465023162622;0.4916339923997316;0.48786189506770106;0.4840161566406517;0.4789619906453103;0.47390218166140075;0.48560491321833577;0.4806111695172224;0.4756022235951572;0.4705928286398262;0.46557373413772024;0.4605440806000139;0.4554976648481942;0.45042473281417644;0.44540492087390204;0.4408158126778695;0.43621530765787603;0.4316039606807851;0.4269880767433019;0.4223670858688045;0.41762341544730025;0.4128570677592305;0.4080695721212424;0.40325697569982805;0.39849871199755404;0.3941950075386124;0.3898798065151208;0.38748222929270015
-4;0.30367585750947024;0.3086715975575888;0.3085491230966427;0.3074559835342019;0.32524000879428483;0.3388536091893455;0.34395759867355086;0.3496544415376068;0.3575444298523421;0.36396821631800425;0.36953198300194207;0.3740904361414191;0.37605587558691056;0.378061095985797;0.38047145736491683;0.38369773193771156;0.3883749322472867;0.3934551390849035;0.3989106271142133;0.4050789983483775;0.42136505447966327;0.4445004091425263;0.4978299330265919;0.511674940570033;0.5049873105009072;0.49016650322261174;0.4768583067620272;0.47051883332929345;0.4607553492543859;0.44808031459868203;0.43985373489250235;0.43982777347474766;0.4392389442612976;0.4381621946923857;0.436143611267538;0.4339060549636934;0.4320270677540022;0.43001832524569106;0.42730622066278734;0.42432351333951224;0.4211976786200664;0.4181310533044456;0.41519872159156396;0.41220411425427206;0.4082715590057894;0.4042591070824197;0.4103989966278587;0.4062864279524043;0.4021557582472304;0.3980221122441808;0.3938769150022754;0.389719661910287;0.3855443256987508;0.38134166371377143;0.37718907113080524;0.37344936816945007;0.36969838974198377;0.3659371428997026;0.36217104384870646;0.3584041046920923;0.3545543630979877;0.350683288803121;0.34679221575641606;0.34287789255486545;0.33901847126884327;0.3356078713615923;0.3321877467151945;0.3302909351651516
-3;0.2623821999041589;0.2672890858112128;0.26705901697226964;0.2658339172678512;0.28345858734951623;0.2968908882156391;0.3017842818676082;0.30723649127385066;0.31484522946655985;0.32094813304895753;0.32613491685136126;0.3302170510929826;0.3316441460719061;0.33302308017824656;0.3347147681599744;0.3371219287258556;0.3408613461397646;0.3447670177812383;0.34882628670964;0.35328205088207454;0.36691793454633737;0.3857925214448622;0.4249526988111929;0.4391668467790097;0.4337559324936877;0.42089251100343494;0.40931123110387085;0.3994974040337642;0.3907170029234146;0.37916497900195134;0.3721777000498181;0.37335223387204525;0.37393103769571023;0.3738990400175342;0.3728547343689689;0.3715744489027105;0.3706288986443682;0.3694783769691293;0.36761400163373104;0.36547005862025345;0.3631287246894296;0.360720743598884;0.3584422874095884;0.3561105849929557;0.3530549318674677;0.34986152918540125;0.35198892700043793;0.3485605756755161;0.3451118724221647;0.34165823046958665;0.33819159944693;0.33471175029896244;0.33121279234620643;0.3276858800386878;0.32420666822095245;0.3211265131398743;0.31803517680900456;0.3149340173925306;0.31182775996485046;0.30872397227228515;0.3055683471343641;0.3023924333008465;0.29919741302159086;0.2959805795389153;0.29281908987929467;0.29010196599884236;0.28737684844487854;0.28586887040730224
-2;0.2321212665285077;0.23696116135460665;0.23665010183040888;0.2353257093983283;0.2528304717683127;0.2661260784040014;0.2708606041173915;0.2761282597136204;0.28352479145491993;0.2893855353275973;0.2942875738538718;0.29800883174187826;0.2990278357373157;0.29993234023177306;0.3010795492247299;0.30286568899240757;0.30589335343137947;0.30890421891775577;0.3118984728692803;0.31504588022456037;0.32664766108204263;0.3422365199058821;0.3706558124993779;0.38523915642470147;0.3808783920393696;0.3695866348071516;0.3593859617605202;0.34858681098976657;0.34050296632623656;0.32975003636848005;0.32364878672477326;0.3256816155496131;0.3270952263826734;0.3278102213246281;0.3274623912616707;0.3268664228670658;0.326588163638301;0.3260512523722858;0.3247929840651486;0.32324873595691594;0.32146836974590987;0.319531554826291;0.3177208503921802;0.31586348630108685;0.3134376607876633;0.3108326752610253;0.3103120241290377;0.30737178979653734;0.30440959774409004;0.3014410670131922;0.2984585214582986;0.2954619286041352;0.29244549521358504;0.2894006590282388;0.2864018333086647;0.28379219573973186;0.2811714441258736;0.27854118711301445;0.27590565619013885;0.27327495446895683;0.27061450614960375;0.2679345139077851;0.26523605177239745;0.2625168015309583;0.2598532103329185;0.25763080618159095;0.25540150059841144;0.2541709129806715
-1;0.21347567931428643;0.21827305119702256;0.21791066531741773;0.21652337270770008;0.2339521739044031;0.2471610089359013;0.251794631397149;0.2569450614899446;0.26420678152487614;0.2699136485090524;0.27463458384737;0.2781256013789165;0.2788840856534997;0.27948591201952055;0.2802856887344317;0.2816752373569479;0.2842478377441414;0.2866843696131663;0.28899409003724874;0.2912991139061439;0.3015847500372177;0.31503666379902;0.3365829407339367;0.3514627415162129;0.347829035778361;0.33760113092130545;0.32833073033493654;0.3179250142316169;0.31025592329972235;0.29998082436743784;0.29441187753501585;0.2969603523772155;0.29887550189583323;0.300039302422489;0.3001098524924231;0.2999249598377255;0.30004755554921614;0.2998793048909801;0.2989851877721613;0.29780123691933913;0.296357941704296;0.2947043524923041;0.2931748194072876;0.29160266108392624;0.28955692949543893;0.2873071308019733;0.28532367998608027;0.28267607242022513;0.28000554445536535;0.27732783851766185;0.27463550281003896;0.27192862270707624;0.26920146338839557;0.2664456324291483;0.2637347987422245;0.2614072368639617;0.2590686012267589;0.2567206506405379;0.25436732047501126;0.2520202333124169;0.24965664327797182;0.24727395580769282;0.24487318005200567;0.24245223073103309;0.24008712941482407;0.2381613094385222;0.2362292428257102;0.23516495059284526
0;0.20710095182184807;0.21188336470639768;0.21150294985890558;0.21009357079694213;0.22749569855413698;0.24067400654686152;0.24527211154171344;0.2503812752980586;0.25759553000145874;0.26324820575623475;0.2679053052678008;0.2713149297718354;0.27198126112689835;0.27247607822968073;0.2731529944227835;0.27440218446397374;0.27681354474145753;0.2790458227508869;0.28111175228737795;0.2831162431899664;0.29293006842584285;0.30561199090153646;0.32471606224804006;0.3397217768760392;0.3363651036114591;0.3265347299307014;0.31761041299801684;0.30766708913227064;0.3001353313471607;0.2900190688327876;0.2846278214085669;0.28734843658647496;0.28943101798798687;0.2907446536990632;0.2909548594928895;0.2909071841147963;0.29116358744419935;0.2911184136186526;0.2903458674337796;0.2892822004073824;0.2879514473827301;0.2863924567372045;0.2849568354598389;0.28347995913760377;0.28156163222644637;0.279430914769594;0.27699719494880387;0.27444708911152166;0.27187374211471227;0.26929293749565825;0.2666972982090222;0.2640869488963325;0.2614561742013535;0.25879663828688604;0.2561817620502687;0.2539481863090448;0.2517035502313937;0.24944966266108504;0.24719036026673102;0.24493777182961401;0.24267309330105874;0.2403894661027412;0.2380878777679381;0.23576632062859038;0.23350067445268508;0.23167367463624988;0.22984064635690998;0.22883176279988018
1;0.21373882032156732;0.21853754186042362;0.21817673766183468;0.2167913696898925;0.23422249719437685;0.24743409143673178;0.25207095688785847;0.25722516279858587;0.2644912422853908;0.2702031122734483;0.27493004039689206;0.2784291053950638;0.27919680599224483;0.2798092546868331;0.2806212948305047;0.2820250713326086;0.28461436560348513;0.2870733734685663;0.2894105904141637;0.29175052923450506;0.3020951273838873;0.3156508509945924;0.3374741758218788;0.3523028608526959;0.3486045864190984;0.3382975290596851;0.3289612359414509;0.3179853283375146;0.31031753260291367;0.3000430002364741;0.294473550107544;0.2970215353472376;0.2989362072237198;0.3000995687354412;0.3001697412800403;0.29998447811163875;0.30010670952168517;0.2999381001558539;0.29904362942341833;0.2978593294715384;0.2964156892335468;0.29476175875850646;0.2932318878172253;0.2916593527969414;0.2896124853651911;0.28736158732447403;0.28532367998608027;0.28267607242022513;0.28000554445536535;0.27732783851766185;0.27463550281003896;0.27192862270707624;0.26920146338839557;0.2664456324291483;0.2637347987422245;0.2614072368639617;0.2590686012267589;0.2567206506405379;0.25436732047501126;0.2520202333124169;0.24965664327797182;0.24727395580769282;0.24487318005200567;0.24245223073103309;0.24008712941482407;0.2381613094385222;0.2362292428257102;0.23516495059284526
