;0.07350725518340458;0.2698671037113822;0.47171472843092854;0.6793935769905802;0.8931799649658413;1.1116730777502164;1.3350913934622357;1.5646137218503626;1.800882390514049;2.044517876209146;2.2961352910744126;2.556526376287903;2.826399774988303;3.1065750928984426;3.397418482183294;3.699758426557549;4.014475568511766;4.342530104046693;4.685308146996757;5.044482943911218;5.421984843984827;5.820218719250709;6.241920010509148;6.691110345338396;6.8734643987852015
-40;10.281527361060707;10.405083961886076;10.734296733985133;11.38232741131917;12.700562825740974;16.97494245619714;16.334453837305052;14.103127063584159;13.348111384530608;12.541033148649827;11.812598075045404;11.113996730449896;10.482641463902267;9.86628872376109;9.26879732717146;8.760846264490567;8.283575982505925;7.835255778724608;7.373071088808381;6.895387998666378;6.403329496184829;5.885833281593449;5.341060646444434;4.7640036108922175;4.547928745031661
-39;9.806216551422242;9.924330768946236;10.238384924981984;10.856255916837975;12.1157076442874;16.192174137474954;15.580485942385751;13.294952560348046;12.584206631431666;11.824505111786397;11.13883606746823;10.481184952023964;9.886768683059111;9.306438599633927;8.74384863706475;8.265476039092873;7.815973689081453;7.393789381966183;6.958587626132325;6.508806950344369;6.0455675561610756;5.558395598304093;5.045664526349559;4.502674236552836;4.300413406507629
-38;9.341334075893565;9.454117994532087;9.753322859583625;10.341643045106823;11.543477878638614;15.425990613703119;14.842566086385213;12.521798231308644;11.853319281678065;11.138851147754446;10.494013390452297;9.875459908988836;9.316311511218919;8.770374413534942;8.24110693831246;7.790974670391879;7.367984026497735;6.970753223741015;6.561313689568583;6.138173118273474;5.7024490511408965;5.244229475605451;4.762090401202962;4.251625671923762;4.062553928418497
-37;8.886952760299353;8.994519574696398;9.27918768333853;9.838572580199921;10.983970988558193;14.676533097854454;14.120827574342124;11.782073429516666;11.153955046351935;10.482680088324551;9.876831960784038;9.295612650855984;8.770141399726883;8.257046024125309;7.759598056425938;7.336432364714779;6.938757641072095;6.56535483805032;6.1805155444733435;5.782813500515859;5.37336370717869;4.942790643667007;4.48986374319759;4.010457539256335;3.833980000799881
-36;8.443146176348932;8.545610206746408;8.816057347937528;9.347129207267747;10.43728553882119;13.943944626675638;13.415405398333823;11.074309344740298;10.484734092641949;9.854707322772446;9.286093122843036;8.74052682754652;8.247216241903049;7.7654837263777505;7.2984224344939665;6.901009014672523;6.527510235962218;6.176862458383679;5.815515657121883;5.442106644188615;5.057747994689266;4.6535765213872216;4.228546371316218;3.778800128016051;3.614349677838545
-35;8.009988651209984;8.107465359066568;8.364010621771211;8.867398524683264;9.903521214919598;13.228370090225283;12.726436264248907;10.397148124148183;9.844380823572356;9.253745282907667;8.720688770290739;8.209170420708057;7.746572654271938;7.294791069077316;6.856748470262972;6.483927976576117;6.133516761965098;5.804599597604405;5.465687676290245;5.115478042430112;4.755080954445743;4.376122493830191;3.977733205772505;3.5563116564770025;3.4033468451171163
-34;7.587555277230106;7.680161281093781;7.923127100653738;8.399467056385138;9.382778839036463;12.529956261987909;12.054058619071219;9.749333166631784;9.231714760274778;8.678694954558615;8.179593425533964;7.700588367040884;7.267319090477954;6.844138447156016;6.433806571999905;6.084470519133051;5.756106235001156;5.447940212546224;5.130451956214045;4.802396027932583;4.464880473860595;4.1099985912451285;3.7370493725765628;3.3426758287301377;3.200678960087441
-33;7.17592192180893;7.263775013447877;7.493487218716058;7.943422264421688;8.875160386293961;11.84885182957705;11.398412678686753;9.12970044711111;8.64564239184918;8.128538289873589;7.661857159729482;7.213895964449576;6.80862968596405;6.4127573740200905;6.028883845157301;5.701970861257681;5.394657103575975;5.10630438175137;4.809271554658655;4.502368102260175;4.18669995843423;3.8548065205140776;3.5061476153690814;3.1375996509460453;3.0060750323288548
-32;6.775165237423417;6.858384398220208;7.0751722594716355;7.49935256169941;8.380769001281044;11.185207426040925;10.759640456225247;8.537170747011993;8.085149876502404;7.6023314121528065;7.166599252290271;6.748272966918467;6.369738745570356;5.9999353521295395;5.64131933401326;5.33581172817964;5.048593100108112;4.779154434666565;4.501648648988779;4.214937648567716;3.920125350868939;3.610177006663279;3.2847059775879415;2.9408114757278994;2.8192838147673602
-31;6.385362671809185;6.464068089423184;6.668264367057981;7.067347324939956;7.899709014866148;10.539175661784546;10.137885790948344;7.970742683922242;7.549296493453029;7.099198519636504;6.693002502579683;6.302958286792644;5.949935798142513;5.605011271193676;5.270499752759895;4.985420364654221;4.7173795189924395;4.465991478992798;4.207121320883789;3.939680982451685;3.664772456799013;3.375767407828673;3.0724257230489194;2.752059247623719;2.640072180947358
-30;6.006592478300716;6.080905563603729;6.2728465576571475;6.64749690784957;7.4320859613008405;9.910911157122444;9.533294377696835;7.4294864477327405;7.037208758523819;6.618326407179573;6.240308118148517;5.877245234013597;5.548561152384259;5.2273712727863515;4.9158556492708225;4.650264952257128;4.40051987190342;4.166352280008416;3.92526066694087;3.6762047017146102;3.420284541573683;3.1512595719585246;2.869029467287629;2.5711089264661755;2.468223666776329
-29;5.638933726333288;5.708977130623677;5.889002731098592;6.2398926545050495;6.978006595620201;9.300570575476604;8.946013796909536;6.912538162761088;6.54807512779598;6.158959535405987;5.807811113819234;5.470477231124749;5.165001896838566;4.866445028233366;4.576857952244857;4.329851384719022;4.097552877352689;3.8798064517589577;3.6556681980318024;3.424143300982362;3.186330167207009;2.9363579077077775;2.674259495646947;2.397743068276892;2.303537158001151
-28;5.282466312109652;5.34836394461015;5.516817682647782;5.844626912960377;6.537578911346021;8.708312657234602;8.376193545226792;6.419094805779739;6.0811412234924385;5.720395586053259;5.394856164428533;5.082043950784963;4.798688294277675;4.521702383506723;4.253014858807436;4.0237203612177606;3.808049747081547;3.6059539252005965;3.397973495087728;3.1831570215243787;2.962601242608316;2.730787645545611;2.4878762472039746;2.231759546096072;2.1458257071015536
